# Time-averaged data for fix velpos
# TimeStep v_vcmx v_vcmy v_vcmz v_xcmx v_xcmy v_xcmz
2437000 0.00855667 -0.00199096 0.00163644 11.4885 22.0216 -57.3972
2437010 0.00832399 -0.00284268 0.00348198 11.5731 21.997 -57.3701
2437020 0.00772449 -0.00344424 0.00342615 11.6537 21.9657 -57.3342
2437030 0.00711517 -0.00420873 0.00255132 11.7276 21.9275 -57.3042
2437040 0.0067641 -0.00489119 0.00205478 11.7969 21.8819 -57.2818
2437050 0.00623959 -0.00544263 0.00166298 11.8622 21.83 -57.2627
2437060 0.00537808 -0.00558253 0.000371518 11.9206 21.7745 -57.2518
2437070 0.00440731 -0.00536963 -0.00101737 11.9694 21.7194 -57.2557
2437080 0.00372378 -0.00504826 -0.00118656 12.0097 21.6675 -57.2677
2437090 0.00358794 -0.00521637 -0.000650693 12.0458 21.6167 -57.2771
2437100 0.00366986 -0.00559664 -6.61896e-05 12.0821 21.5624 -57.2808
2437110 0.00369856 -0.00540784 0.000987997 12.119 21.5067 -57.2766
2437120 0.00364357 -0.00456205 0.00201667 12.1559 21.4566 -57.2612
2437130 0.00322308 -0.00377328 0.00225982 12.1906 21.4152 -57.239
2437140 0.00235783 -0.00337503 0.00151001 12.2189 21.3797 -57.2193
2437150 0.00118221 -0.00287463 0.000255079 12.2368 21.3481 -57.2104
2437160 -0.000171545 -0.00166264 -0.00101475 12.2418 21.3247 -57.2142
2437170 -0.000934244 0.000105872 -0.00202447 12.2354 21.3168 -57.23
2437180 -0.00105784 0.00108746 -0.00201885 12.2254 21.3241 -57.2513
2437190 -0.00135596 0.000768109 -0.000954941 12.2134 21.3341 -57.2666
2437200 -0.00154131 -0.000397916 -0.00028425 12.1988 21.3367 -57.2718
2437210 -0.0020294 -0.00175346 -0.000618419 12.1814 21.3253 -57.2759
2437220 -0.00234538 -0.00179593 -0.000696365 12.1588 21.3064 -57.2831
2437230 -0.00174935 -0.00110752 -0.000350276 12.1377 21.2916 -57.2883
2437240 -0.000920781 -0.000193451 -0.000406807 12.1246 21.2851 -57.2915
2437250 -0.000849984 0.000472434 -0.0010947 12.1166 21.2868 -57.2986
2437260 -0.00163793 0.00127996 -0.00178265 12.1048 21.2949 -57.3135
2437270 -0.00274712 0.00302031 -0.00136595 12.0828 21.3157 -57.3304
2437280 -0.00347002 0.00492829 -0.000226728 12.0511 21.356 -57.3383
2437290 -0.00332033 0.00557409 0.000561716 12.0163 21.4098 -57.3364
2437300 -0.00246605 0.00547172 0.0015101 11.9871 21.4649 -57.3265
2437310 -0.00170969 0.00570672 0.00326209 11.9666 21.5207 -57.3034
2437320 -0.00120356 0.00561227 0.00520958 11.9519 21.578 -57.2605
2437330 -0.000369042 0.00424545 0.00624881 11.944 21.6283 -57.2023
2437340 -0.000205062 0.00241928 0.00582121 11.9422 21.6616 -57.1406
2437350 -0.00139569 0.000251094 0.00450364 11.9351 21.6756 -57.0887
2437360 -0.00288354 -0.00210169 0.00317186 11.9132 21.6659 -57.0506
2437370 -0.00324916 -0.00388832 0.00212423 11.8816 21.6356 -57.0242
2437380 -0.00307069 -0.00523099 0.000801752 11.8499 21.5894 -57.0091
2437390 -0.00298669 -0.00511078 -0.00067674 11.8198 21.5359 -57.009
2437400 -0.00321483 -0.00352966 -0.00080976 11.7891 21.4923 -57.0177
2437410 -0.003555 -0.00273151 -0.000144606 11.7551 21.4626 -57.0226
2437420 -0.0032804 -0.00426255 0.000557076 11.7202 21.4296 -57.0205
2437430 -0.0025113 -0.00691093 0.000872166 11.6911 21.3734 -57.0129
2437440 -0.00189275 -0.0080966 0.000539439 11.6696 21.2968 -57.0051
2437450 -0.00212165 -0.00799076 -0.00107586 11.6502 21.2157 -57.0064
2437460 -0.0023756 -0.00688564 -0.00396058 11.6271 21.1403 -57.031
2437470 -0.00163932 -0.00515554 -0.00652117 11.6061 21.0802 -57.0844
2437480 -8.16651e-05 -0.00410378 -0.00770192 11.597 21.0347 -57.1567
2437490 0.00170242 -0.00337811 -0.00812561 11.6053 20.9969 -57.2359
2437500 0.00288624 -0.00209145 -0.0083664 11.629 20.9694 -57.319
2437510 0.00319117 -0.00123524 -0.00751188 11.6601 20.9533 -57.3992
2437520 0.00280723 -0.0013398 -0.0062079 11.6902 20.9418 -57.468
2437530 0.00350443 -0.0030657 -0.00420487 11.7201 20.9206 -57.5208
2437540 0.00560722 -0.00411965 -0.00183961 11.7652 20.8829 -57.551
2437550 0.00771214 -0.00291075 0.00010398 11.8321 20.8459 -57.5589
2437560 0.00873361 -0.000448372 0.000854921 11.9159 20.8291 -57.5531
2437570 0.00795341 0.00151593 0.000606853 12.0004 20.8349 -57.545
2437580 0.00681271 0.00287069 -0.00016812 12.0739 20.8575 -57.5429
2437590 0.00618171 0.00286175 -0.000755746 12.1386 20.8878 -57.5474
2437600 0.00552076 0.00160307 -0.00151869 12.1973 20.9102 -57.5588
2437610 0.00433265 0.00112262 -0.00252987 12.2474 20.923 -57.5784
2437620 0.00273241 0.00057837 -0.00410715 12.2822 20.9323 -57.6118
2437630 0.00263327 -0.0010636 -0.00399139 12.3074 20.931 -57.6545
2437640 0.0034496 -0.00386142 -0.00202207 12.3379 20.9069 -57.6855
2437650 0.00399036 -0.00660435 0.000441905 12.3754 20.854 -57.6932
2437660 0.00376243 -0.00824751 0.00191717 12.4151 20.7785 -57.6802
2437670 0.00271123 -0.00815879 0.00259408 12.4478 20.6948 -57.6575
2437680 0.00156203 -0.00616593 0.00320569 12.4693 20.6217 -57.6283
2437690 -0.000280577 -0.00331917 0.00342194 12.4766 20.5744 -57.5949
2437700 -0.00264356 -0.000789772 0.00349358 12.4617 20.5541 -57.5603
2437710 -0.00414759 0.00170812 0.00351266 12.4268 20.5587 -57.5251
2437720 -0.00453514 0.00327016 0.00316494 12.3826 20.5852 -57.4914
2437730 -0.00485565 0.0029276 0.00250863 12.3362 20.6174 -57.4627
2437740 -0.00514784 0.00184209 0.0014007 12.2855 20.6414 -57.443
2437750 -0.00487853 0.00109245 0.000509953 12.2355 20.6556 -57.4336
2437760 -0.00494919 0.000482444 -0.000817795 12.1864 20.6637 -57.4343
2437770 -0.00460825 -0.000716696 -0.00297344 12.138 20.6631 -57.4531
2437780 -0.00370148 -0.00181737 -0.0043572 12.0963 20.6496 -57.4911
2437790 -0.00310519 -0.00191916 -0.00425028 12.0627 20.6303 -57.535
2437800 -0.00252715 -0.00171968 -0.00360172 12.0342 20.6122 -57.5744
2437810 -0.00155665 -0.0017479 -0.0028891 12.0135 20.595 -57.6069
2437820 -0.000521342 -0.00184907 -0.00187454 12.0033 20.5771 -57.6311
2437830 0.000217036 -0.0018665 -0.000851935 12.002 20.5582 -57.6443
2437840 0.000956771 -0.00159626 -0.000556473 12.0076 20.5409 -57.6507
2437850 0.00200798 -0.00175903 -0.000761124 12.0222 20.5247 -57.6571
2437860 0.00330015 -0.00212426 -0.000918235 12.0486 20.5049 -57.6657
2437870 0.00431704 -0.00174969 -0.00111692 12.0873 20.485 -57.6755
2437880 0.00454012 -0.00108697 -0.00197759 12.1323 20.4707 -57.6903
2437890 0.00409189 -0.000283178 -0.0037097 12.1759 20.4637 -57.7182
2437900 0.00344178 0.000975798 -0.00523096 12.2134 20.4665 -57.7638
2437910 0.00316238 0.00299695 -0.00529127 12.2461 20.4858 -57.8178
2437920 0.00289608 0.00538909 -0.00416905 12.2767 20.528 -57.8656
2437930 0.002245 0.00654059 -0.00301816 12.3026 20.5891 -57.9012
2437940 0.00182939 0.00627767 -0.00170297 12.3223 20.6541 -57.9256
2437950 0.00202736 0.00566402 0.000307533 12.3417 20.7136 -57.9325
2437960 0.00105851 0.00480751 0.0019391 12.3583 20.7665 -57.921
2437970 6.7534e-05 0.00381787 0.0036125 12.3629 20.8095 -57.8936
2437980 -0.000283251 0.00222088 0.00532985 12.3623 20.8404 -57.8483
2437990 -0.00140132 0.00117147 0.00575046 12.3544 20.8561 -57.7916
2438000 -0.00292075 0.00108042 0.0050102 12.3329 20.867 -57.7371
2438010 -0.0040037 0.00123904 0.00384075 12.2975 20.8785 -57.6928
2438020 -0.00437506 0.00155138 0.00287496 12.255 20.8921 -57.6595
2438030 -0.004041 0.00251121 0.00218302 12.2126 20.9118 -57.6345
2438040 -0.00400927 0.00381929 0.00193618 12.173 20.9437 -57.6143
2438050 -0.00419055 0.00424138 0.00197574 12.1316 20.9851 -57.5948
2438060 -0.0035125 0.00338601 0.00203646 12.0922 21.0242 -57.575
2438070 -0.00216594 0.00190464 0.00323563 12.0636 21.0506 -57.5502
2438080 -0.00071366 0.000943826 0.00608292 12.0492 21.0642 -57.5043
2438090 0.000147337 0.000687067 0.00806515 12.0474 21.0719 -57.4318
2438100 7.07399e-05 0.000768894 0.00835123 12.0488 21.0789 -57.3488
2438110 3.76476e-05 0.00142223 0.00784535 12.0492 21.0893 -57.2672
2438120 -0.000363037 0.00249587 0.00616512 12.0484 21.1088 -57.1957
2438130 -0.00161525 0.00325001 0.0030298 12.0388 21.138 -57.149
2438140 -0.00233187 0.00362388 0.000168258 12.0182 21.1725 -57.1341
2438150 -0.00271878 0.00384337 -0.00155846 11.9933 21.21 -57.1417
2438160 -0.00343514 0.00368526 -0.00241443 11.9624 21.2482 -57.1625
2438170 -0.00356688 0.00291915 -0.00231671 11.9267 21.2816 -57.1869
2438180 -0.00292192 0.00155786 -0.00101299 11.8935 21.305 -57.2047
2438190 -0.00132727 -0.0019696 0.00204381 11.8718 21.3049 -57.2014
2438200 -8.31987e-05 -0.00543826 0.00523633 11.8655 21.2658 -57.1632
2438210 0.000451202 -0.00573948 0.0064834 11.8677 21.2074 -57.1036
2438220 0.000923493 -0.00427855 0.00663083 11.8745 21.1566 -57.037
2438230 0.00157041 -0.00228494 0.00562615 11.8868 21.1235 -56.9748
2438240 0.00235174 -0.000247025 0.00361697 11.9063 21.111 -56.9279
2438250 0.00331321 0.00149382 0.00144291 11.9344 21.1176 -56.903
2438260 0.00415944 0.00261115 -0.000202761 11.9722 21.1388 -56.8971
2438270 0.00438904 0.00299922 -0.00185893 12.0156 21.1674 -56.907
2438280 0.00338987 0.0026968 -0.0038977 12.056 21.1965 -56.9359
2438290 0.00104258 0.00173655 -0.00499739 12.0785 21.219 -56.9817
2438300 -0.000642259 0.000577799 -0.00448467 12.0792 21.2307 -57.0305
2438310 -0.000800969 -0.000914008 -0.00257415 12.071 21.2294 -57.0666
2438320 -0.000358237 -0.00254236 -0.000444283 12.0651 21.2119 -57.0814
2438330 0.0001557 -0.00354894 0.00107993 12.0638 21.1807 -57.0775
2438340 0.00131754 -0.00345646 0.00197118 12.0707 21.1447 -57.0619
2438350 0.00220968 -0.00261657 0.00252241 12.0892 21.1141 -57.0392
2438360 0.00180548 -0.00188091 0.00291975 12.1104 21.0919 -57.0119
2438370 0.000603143 -0.0014435 0.00307843 12.1226 21.0754 -56.9817
2438380 -0.000260684 -0.000935851 0.00301563 12.1239 21.0634 -56.9511
2438390 -0.00104699 -0.000425968 0.00294725 12.1176 21.0566 -56.9213
2438400 -0.00222085 -2.16022e-05 0.00294652 12.1016 21.0545 -56.8919
2438410 -0.00372848 0.000259919 0.00270926 12.0719 21.0557 -56.8631
2438420 -0.00496178 0.000905477 0.00185484 12.0281 21.061 -56.8398
2438430 -0.00574818 0.00188036 0.000422564 11.9742 21.075 -56.8279
2438440 -0.00615146 0.00250982 -0.00178381 11.9144 21.0975 -56.8341
2438450 -0.00621232 0.00246848 -0.00392581 11.8522 21.1228 -56.8633
2438460 -0.00552248 0.00234898 -0.00515375 11.7927 21.1467 -56.9095
2438470 -0.00434446 0.00199178 -0.00529346 11.7434 21.169 -56.9628
2438480 -0.00352546 0.000894986 -0.00461471 11.7045 21.1839 -57.0124
2438490 -0.00335296 -0.000250785 -0.00410312 11.6709 21.1868 -57.056
2438500 -0.00458641 -0.000645998 -0.00331142 11.6327 21.1814 -57.0935
2438510 -0.00712217 -3.78367e-05 -0.00163476 11.5747 21.1775 -57.1193
2438520 -0.0092249 0.000288588 0.00109477 11.4916 21.1796 -57.1226
2438530 -0.00910841 -0.000199758 0.00370373 11.3978 21.1804 -57.0977
2438540 -0.006905 -0.000670313 0.00498597 11.3166 21.1757 -57.0531
2438550 -0.00412619 -0.000755177 0.00530053 11.2614 21.1682 -57.0012
2438560 -0.00161935 -0.000371509 0.00518046 11.233 21.1623 -56.9485
2438570 0.000620751 -7.65268e-05 0.0050793 11.2283 21.1606 -56.8976
2438580 0.00221687 -0.00026053 0.00500225 11.2431 21.1588 -56.8465
2438590 0.00339236 0.000675552 0.00368309 11.2714 21.1594 -56.8019
2438600 0.00407597 0.00266803 0.00113051 11.3093 21.176 -56.7771
2438610 0.00412193 0.00382211 -0.00167513 11.3509 21.2098 -56.7801
2438620 0.00337633 0.00348903 -0.00324059 11.3889 21.2472 -56.8065
2438630 0.00244146 0.003067 -0.00264201 11.4181 21.2795 -56.8375
2438640 0.00117473 0.00243966 -0.000591967 11.4363 21.3081 -56.8545
2438650 0.000700158 0.000405497 0.00178912 11.4444 21.323 -56.8482
2438660 0.00135059 -0.000925085 0.0030498 11.4542 21.3186 -56.8226
2438670 0.00193431 0.000134645 0.0024479 11.471 21.313 -56.7935
2438680 0.00217176 0.00155332 0.000590865 11.4918 21.3225 -56.7778
2438690 0.00175358 0.00149144 -0.00176821 11.5121 21.3386 -56.7832
2438700 0.00120043 0.00106632 -0.00424467 11.5265 21.3514 -56.8137
2438710 0.001287 0.00103351 -0.00608774 11.5383 21.3612 -56.8657
2438720 0.00133326 0.00142028 -0.00742355 11.5521 21.3737 -56.9341
2438730 0.000646784 0.000655481 -0.00690966 11.5624 21.3856 -57.008
2438740 1.81091e-05 -0.0019312 -0.00335047 11.5653 21.3806 -57.062
2438750 -0.000278801 -0.00507091 0.00148044 11.564 21.345 -57.0703
2438760 -0.000821461 -0.00672762 0.0036406 11.5588 21.2844 -57.0419
2438770 -0.00160276 -0.0068388 0.00340083 11.5466 21.2157 -57.0056
2438780 -0.00156959 -0.00652848 0.00237162 11.5297 21.149 -56.9762
2438790 -0.000918374 -0.00635668 0.000414828 11.5173 21.0844 -56.9613
2438800 -0.00085389 -0.00560865 -0.00221807 11.5092 21.0239 -56.9703
2438810 -0.00125804 -0.00421526 -0.0038658 11.4987 20.9745 -57.0023
2438820 -0.00191129 -0.0028032 -0.00364949 11.4834 20.9395 -57.0412
2438830 -0.00337084 -0.00148307 -0.00223401 11.4575 20.9183 -57.0714
2438840 -0.00461401 -0.000888816 -4.53954e-05 11.4167 20.9072 -57.0834
2438850 -0.00497881 -0.000129029 0.00197069 11.3683 20.9011 -57.0727
2438860 -0.00480604 0.00152894 0.00246452 11.3188 20.9079 -57.0494
2438870 -0.00410825 0.00250823 0.00290603 11.2739 20.9294 -57.0237
2438880 -0.00321989 0.00215465 0.00491475 11.2374 20.9531 -56.9854
2438890 -0.00273355 0.00230131 0.00622251 11.208 20.9744 -56.9279
2438900 -0.00206533 0.00321792 0.005679 11.1836 21.0019 -56.8675
2438910 -0.00145719 0.00402773 0.00444583 11.1665 21.0382 -56.8164
2438920 -0.00164231 0.00432037 0.00281786 11.1518 21.081 -56.78
2438930 -0.00264682 0.00321359 0.00159541 11.1307 21.1197 -56.7585
2438940 -0.00355206 0.00160753 0.00049748 11.0994 21.1435 -56.7478
2438950 -0.00422681 0.0010352 -0.000259118 11.0603 21.1556 -56.7477
2438960 -0.00403938 0.00113448 0.00118453 11.0176 21.1666 -56.7454
2438970 -0.00207926 0.000192967 0.00510312 10.9857 21.1745 -56.7156
2438980 0.000568636 -0.00130036 0.00940672 10.9783 21.1684 -56.642
2438990 0.0021454 -0.00114464 0.0113453 10.9936 21.1544 -56.5356
2439000 0.00133056 0.000485902 0.0104361 11.0128 21.1507 -56.4248
2439010 -0.000389851 0.000979089 0.00824972 11.0172 21.16 -56.3308
2439020 -0.00150552 -0.000105333 0.00548509 11.0076 21.1645 -56.2618
2439030 -0.00333687 0.000562141 0.00281133 10.984 21.1642 -56.2206
2439040 -0.00422902 0.00247834 -0.000261113 10.9445 21.1802 -56.2069
2439050 -0.00383257 0.00293517 -0.00413738 10.9037 21.2084 -56.2288
2439060 -0.00343112 0.00286359 -0.00735154 10.8677 21.2373 -56.2873
2439070 -0.0037744 0.00327967 -0.00920038 10.8328 21.2673 -56.3714
2439080 -0.00530705 0.0039754 -0.00947982 10.7878 21.3041 -56.4658
2439090 -0.00614679 0.00336334 -0.00856561 10.7292 21.3423 -56.5574
2439100 -0.00565178 0.00150785 -0.00561256 10.6693 21.3669 -56.6301
2439110 -0.00379896 0.000863512 -0.00123645 10.6208 21.3765 -56.6648
2439120 -0.00123109 0.0026982 0.00241707 10.5957 21.393 -56.6571
2439130 0.00142474 0.00483463 0.00341909 10.5966 21.4313 -56.6259
2439140 0.00281656 0.00575262 0.0028011 10.6198 21.4853 -56.5938
2439150 0.00258023 0.00579687 0.000928197 10.6473 21.5435 -56.5737
2439160 0.00219172 0.00516094 -0.00322527 10.6712 21.599 -56.5834
2439170 0.0011446 0.00427467 -0.00736093 10.689 21.6458 -56.6382
2439180 -0.00125046 0.0041387 -0.00897522 10.6894 21.6873 -56.7217
2439190 -0.0044109 0.00447692 -0.00936301 10.6615 21.7299 -56.8139
2439200 -0.00738772 0.00510189 -0.00875812 10.6017 21.778 -56.9058
2439210 -0.00888457 0.00505059 -0.00613165 10.5189 21.8295 -56.9824
2439220 -0.00930562 0.00468605 -0.00216685 10.4274 21.8779 -57.0233
2439230 -0.00908241 0.00494844 -0.000151779 10.335 21.9255 -57.0329
2439240 -0.00849413 0.00536543 0.000525228 10.2469 21.9774 -57.0308
2439250 -0.00771648 0.00516814 0.00127829 10.1659 22.0307 -57.022
2439260 -0.00711071 0.00420251 0.00221688 10.0919 22.0782 -57.0046
2439270 -0.00633986 0.00275416 0.00297702 10.0242 22.1131 -56.9782
2439280 -0.00496163 0.0015492 0.00313693 9.96725 22.1342 -56.9472
2439290 -0.00360645 0.000680641 0.00333667 9.92486 22.1452 -56.9153
2439300 -0.00298098 4.51625e-05 0.00397414 9.89252 22.1486 -56.8788
2439310 -0.00246344 -0.000151585 0.0043341 9.86481 22.1475 -56.8369
2439320 -0.00104745 0.000186173 0.00428405 9.84646 22.1474 -56.7935
2439330 0.000771383 0.000651035 0.00402936 9.84521 22.1517 -56.7519
2439340 0.00211493 0.000571085 0.00373284 9.86027 22.1585 -56.7129
2439350 0.00262182 -0.000361923 0.00267485 9.8846 22.1601 -56.6797
2439360 0.00277609 -0.00138328 0.000425514 9.91162 22.1511 -56.6636
2439370 0.00274111 -0.00196324 -0.00169127 9.93959 22.1341 -56.6708
2439380 0.00200377 -0.00251253 -0.00223789 9.96409 22.1118 -56.6919
2439390 0.00021754 -0.00314297 -0.00168675 9.97613 22.0837 -56.7119
2439400 -0.00210854 -0.00387678 -0.00101176 9.96649 22.0483 -56.7253
2439410 -0.00362875 -0.00372724 -0.000445652 9.93665 22.0094 -56.7326
2439420 -0.00298261 -0.00326938 7.17553e-05 9.90131 21.9746 -56.7344
2439430 -0.000706145 -0.00270888 0.000653096 9.8827 21.9444 -56.7311
2439440 0.00105904 -0.00214856 0.00197328 9.88494 21.9205 -56.7187
2439450 0.00269035 -0.00220632 0.00345196 9.90374 21.8994 -56.691
2439460 0.00391533 -0.00317265 0.00398828 9.93719 21.8731 -56.6528
2439470 0.00497189 -0.00401408 0.00341202 9.98166 21.8365 -56.615
2439480 0.00553863 -0.00412847 0.00210114 10.035 21.7954 -56.5871
2439490 0.00455671 -0.00465906 0.000873852 10.0875 21.7524 -56.5728
2439500 0.00144938 -0.0051916 0.00047202 10.1184 21.7019 -56.5665
2439510 -0.00161313 -0.00354298 0.000153205 10.1172 21.6564 -56.5632
2439520 -0.00348822 -0.00119667 -0.0004811 10.0899 21.6332 -56.5645
2439530 -0.00335931 0.000181205 -0.00176579 10.0544 21.6291 -56.5751
2439540 -0.0026671 0.000243667 -0.0030242 10.0245 21.6325 -56.5998
2439550 -0.0020404 -0.000742878 -0.00323472 10.0005 21.6304 -56.6319
2439560 -0.00106596 -0.00198674 -0.00289398 9.9851 21.6169 -56.6627
2439570 -0.000290847 -0.0029156 -0.00262245 9.97825 21.5916 -56.69
2439580 0.000827604 -0.00276325 -0.0026368 9.98067 21.5623 -56.7163
2439590 0.00225575 -0.00179594 -0.00202718 9.99571 21.5392 -56.7405
2439600 0.00370614 -0.00142641 -0.0006928 10.0261 21.5244 -56.7541
2439610 0.00464581 -0.00250463 -0.000558479 10.0677 21.5055 -56.7588
2439620 0.00556362 -0.00381022 -0.00200614 10.1193 21.4738 -56.7705
2439630 0.00507243 -0.0050534 -0.00382187 10.1743 21.4294 -56.8005
2439640 0.00188911 -0.00578513 -0.0035227 10.2117 21.3742 -56.8394
2439650 -0.00314043 -0.00506165 -0.00159819 10.2056 21.3188 -56.8654
2439660 -0.00688944 -0.0031188 -0.000154414 10.1534 21.2771 -56.8731
2439670 -0.00788778 -0.00100218 -0.000174088 10.0771 21.2571 -56.8736
2439680 -0.00644124 -0.000165294 -0.00101462 10.0038 21.2523 -56.8793
2439690 -0.00429762 0.000248165 -0.00164341 9.95075 21.2525 -56.8932
2439700 -0.00372698 0.000776321 -0.000823063 9.91202 21.2578 -56.9072
2439710 -0.00377799 0.00115669 0.00127767 9.87448 21.2675 -56.9053
2439720 -0.00407087 0.00167984 0.00317338 9.83567 21.2815 -56.8824
2439730 -0.00481718 0.00230343 0.00412078 9.79146 21.3015 -56.8451
2439740 -0.00540682 0.00256603 0.00435581 9.73984 21.3262 -56.8025
2439750 -0.00526966 0.00251569 0.00461659 9.68588 21.3517 -56.7577
2439760 -0.00490883 0.00269067 0.00489471 9.63518 21.3774 -56.7101
2439770 -0.00480343 0.00334769 0.00510309 9.58671 21.4072 -56.66
2439780 -0.00456345 0.00414515 0.00530365 9.53963 21.4448 -56.6081
2439790 -0.00402842 0.00454487 0.00597025 9.49641 21.4886 -56.5524
2439800 -0.00340476 0.00491378 0.00696903 9.45943 21.5358 -56.4874
2439810 -0.00310339 0.00533189 0.00708943 9.42713 21.5869 -56.4161
2439820 -0.0029366 0.0059096 0.00618003 9.397 21.643 -56.349
2439830 -0.00291354 0.00637497 0.00456757 9.36785 21.7048 -56.2948
2439840 -0.0026952 0.00614822 0.00279435 9.33938 21.7681 -56.2583
2439850 -0.00215493 0.00504548 0.0015572 9.31518 21.8249 -56.2371
2439860 -0.00208177 0.00312624 0.00109577 9.29458 21.8662 -56.2247
2439870 -0.00238165 0.00106352 0.00171294 9.27227 21.887 -56.2114
2439880 -0.00255401 -0.000689082 0.00253319 9.24744 21.8886 -56.1898
2439890 -0.00263562 -0.00212499 0.00254174 9.22156 21.8743 -56.1635
2439900 -0.00306671 -0.00324277 0.00181811 9.19348 21.8471 -56.1414
2439910 -0.00365113 -0.00353779 0.000593023 9.15958 21.8121 -56.1287
2439920 -0.00333308 -0.00226442 -0.00142695 9.12355 21.7817 -56.1324
2439930 -0.00166295 -0.000330776 -0.00347876 9.09746 21.7691 -56.1572
2439940 0.000920125 0.000920366 -0.00513659 9.09344 21.7725 -56.2007
2439950 0.00334561 0.00187127 -0.00641964 9.11526 21.7867 -56.2585
2439960 0.00486808 0.0023063 -0.00805984 9.15725 21.808 -56.3304
2439970 0.00549833 0.00248181 -0.00971972 9.20971 21.8321 -56.4199
2439980 0.00541611 0.00248641 -0.0103585 9.26483 21.8572 -56.5214
2439990 0.00493759 0.00156649 -0.00946424 9.31673 21.8788 -56.6218
2440000 0.00440407 -0.000590545 -0.00810505 9.36337 21.8841 -56.709
2440010 0.00431864 -0.00269913 -0.00797091 9.40631 21.8675 -56.7884
2440020 0.00483063 -0.00444097 -0.00804882 9.45183 21.8309 -56.8689
2440030 0.00530463 -0.00435212 -0.00754337 9.50269 21.7851 -56.9475
2440040 0.00581551 -0.00292375 -0.00621286 9.55806 21.7483 -57.0167
2440050 0.00688666 -0.00096243 -0.00574331 9.62071 21.7283 -57.0747
2440060 0.00830684 0.000415867 -0.00638448 9.69763 21.7273 -57.1358
2440070 0.0074597 8.81039e-05 -0.00528048 9.77863 21.7303 -57.1962
2440080 0.00436796 0.000145093 -0.00230109 9.83961 21.7311 -57.2352
2440090 0.000324939 -0.000274571 0.000398642 9.86243 21.7315 -57.2429
2440100 -0.00234734 -0.00158045 0.000406221 9.85126 21.7224 -57.2366
2440110 -0.00436231 -0.00243868 -0.000832649 9.81742 21.7014 -57.2392
2440120 -0.00569237 -0.00167553 -0.00121973 9.76633 21.6792 -57.2495
2440130 -0.00603954 0.000320132 -0.00242891 9.70671 21.6719 -57.2671
2440140 -0.00495067 0.0023248 -0.0033286 9.65027 21.6856 -57.2969
2440150 -0.00161718 0.00405672 -0.00303421 9.61554 21.7172 -57.3294
2440160 0.00159761 0.00581862 -0.0029386 9.61741 21.7671 -57.3582
2440170 0.00280618 0.0069254 -0.00424432 9.64038 21.8315 -57.3931
2440180 0.00337463 0.00623172 -0.00545043 9.67187 21.8996 -57.4431
2440190 0.00271479 0.00340062 -0.00432087 9.70355 21.9488 -57.4936
2440200 0.000859267 0.00048766 -0.00218999 9.72234 21.9673 -57.5268
2440210 -0.00219884 -0.00168136 0.00150747 9.71633 21.9615 -57.5315
2440220 -0.00450504 -0.00371373 0.0045132 9.6811 21.9339 -57.499
2440230 -0.00477431 -0.00509792 0.00438125 9.63322 21.8895 -57.4522
2440240 -0.00394141 -0.00565068 0.00237925 9.58923 21.8345 -57.4175
2440250 -0.00295599 -0.00470268 0.000380526 9.55474 21.7817 -57.4046
2440260 -0.00158523 -0.00294139 -0.000116503 9.53135 21.7431 -57.4046
2440270 0.000399625 -0.000971876 0.000303059 9.52531 21.7235 -57.4038
2440280 0.001931 0.00117657 0.000604254 9.53779 21.7242 -57.3993
2440290 0.00184065 0.00348609 0.00159029 9.55847 21.7477 -57.3894
2440300 0.000220205 0.00525728 0.00344409 9.56927 21.7921 -57.3644
2440310 -0.00153973 0.00576577 0.00503445 9.56271 21.8485 -57.3216
2440320 -0.00318778 0.00539058 0.00576514 9.53885 21.9045 -57.2665
2440330 -0.00454476 0.00478512 0.00587341 9.49981 21.9556 -57.2085
2440340 -0.00506412 0.00377968 0.00615758 9.45072 21.9989 -57.1483
2440350 -0.00429476 0.002387 0.00628594 9.40298 22.0298 -57.0859
2440360 -0.00302041 0.00147916 0.00640109 9.3665 22.0484 -57.0226
2440370 -0.00207663 0.00109363 0.00681315 9.34131 22.0612 -56.9568
2440380 -0.00126641 0.000530496 0.0070806 9.32456 22.0696 -56.8868
2440390 -0.000474523 -0.000256962 0.00622283 9.31597 22.0709 -56.8191
2440400 0.000221496 -0.000595764 0.00409427 9.31462 22.066 -56.7666
2440410 0.00142323 -0.000422025 0.00123885 9.32213 22.0608 -56.7396
2440420 0.00324485 -0.000297562 -0.0014276 9.34531 22.0573 -56.7412
2440430 0.00474446 -0.00024762 -0.00284233 9.38585 22.0547 -56.7639
2440440 0.00557625 -0.000519786 -0.00294161 9.43795 22.0512 -56.7936
2440450 0.005804 -0.00118587 -0.00248749 9.49539 22.043 -56.821
2440460 0.0055046 -0.00215258 -0.00182522 9.55228 22.0265 -56.8427
2440470 0.00477524 -0.00326167 -0.000976105 9.6041 21.9995 -56.8568
2440480 0.00366084 -0.00437104 -0.000366385 9.64642 21.9612 -56.8631
2440490 0.00251106 -0.0051979 -0.000162804 9.67731 21.913 -56.8655
2440500 0.00108914 -0.00555885 -0.000355621 9.69576 21.8588 -56.8676
2440510 -0.000873037 -0.00542627 -0.00127552 9.69717 21.8035 -56.8751
2440520 -0.00266093 -0.00487153 -0.0026497 9.6788 21.7517 -56.8946
2440530 -0.0033262 -0.00421879 -0.00393071 9.64792 21.7063 -56.9278
